X,Y,CUSTOMER_ID,PRODUCTTYPE_ID,CURRENCY_ISO,CUSTOMER_SEGMENT,YIELD,DAYS_TO_MATURITY,AMOUNT_CHF(000),FULLNAME,TRADE_DATE,INDEX
REAL,REAL,STRING,STRING,STRING,STRING,REAL,INT,INT,STRING,DATE,STRING
-2.0660312,2.53782506,339,2,CHF,DDD,4.852,2228,500,CHF Domestic  Bond Secondary,05/02/1996,T00267
-2.0923568,2.29772057,95,2,CHF,BBB,4.897,2228,500,CHF Domestic  Bond Secondary,05/02/1996,T00268
-2.4257592,1.84955014,55,2,CHF,AAA,4.423,2445,100,CHF Domestic  Bond Secondary,05/02/1996,T00269
-0.7927619,21.3718935,187,2,CHF,CCC,-0.471,2452,200,CHF Domestic  Bond Secondary,05/02/1996,T00270
-6.2971388,4.3082626,339,2,CHF,DDD,4.562,2830,1000,CHF Domestic  Bond Secondary,05/02/1996,T00271
-6.5130485,4.41171648,95,2,CHF,BBB,4.598,2830,1000,CHF Domestic  Bond Secondary,05/02/1996,T00272
-10.933076,6.63779352,130,2,CHF,EEE,4.543,3165,5000,CHF Domestic  Bond Secondary,05/02/1996,T00273
-8.6683059,4.44400447,55,2,CHF,AAA,4.611,3165,5000,CHF Domestic  Bond Secondary,05/02/1996,T00274
-30.822095,18.8938902,130,2,CHF,EEE,4.496,3598,20000,CHF Domestic  Bond Secondary,05/02/1996,T00275
-11.609978,6.12036514,361,2,CHF,CCC,4.555,3632,100,CHF Domestic  Bond Secondary,05/02/1996,T00276
-10.097386,3.71467765,1,2,CHF,AAA,4.619,3654,100,CHF Domestic  Bond Secondary,05/02/1996,T00277
-12.567231,5.73204825,130,2,CHF,EEE,4.488,3664,2000,CHF Domestic  Bond Secondary,05/02/1996,T00278
-10.45698,2.96266267,21,1,CHF,AAA,4.467,3691,300,CHF Domestic Bond  Primary,05/02/1996,T00279
7.4464501,9.63102173,350,5,CHF,DDD,2.855,737,1550,CHF European Government,05/02/1996,T00280
-13.805153,21.7682228,135,5,CHF,EEE,3.458,1496,15000,CHF European Government,05/02/1996,T00281
-0.287552,3.47643998,55,5,CHF,AAA,3.768,2071,400,CHF European Government,05/02/1996,T00282
-1.0787713,3.31936727,55,5,CHF,AAA,3.915,2192,500,CHF European Government,05/02/1996,T00283
-2.4405525,5.0132096,231,5,CHF,GGG,3.93,2345,210,CHF European Government,05/02/1996,T00284
-1.9930646,3.20724685,49,5,CHF,AAA,3.911,2345,500,CHF European Government,05/02/1996,T00285
-1.9559394,3.0844647,55,5,CHF,AAA,3.937,2345,500,CHF European Government,05/02/1996,T00286
-6.162241,3.01485982,55,5,CHF,AAA,4.331,2987,250,CHF European Government,05/02/1996,T00287
-7.4652394,2.8272374,55,5,CHF,AAA,4.329,3167,1250,CHF European Government,05/02/1996,T00288
-7.6224217,3.84249117,49,5,CHF,AAA,4.329,3167,2000,CHF European Government,05/02/1996,T00289
-7.8882039,3.02233063,49,5,CHF,AAA,4.418,3258,500,CHF European Government,05/02/1996,T00290
-9.7832458,5.71969939,339,5,CHF,DDD,4.419,3258,1000,CHF European Government,05/02/1996,T00291
-13.327318,5.56528589,338,5,CHF,DDD,4.394,3715,1000,CHF European Government,05/02/1996,T00292
-13.036705,5.74155236,338,5,CHF,DDD,4.47,3715,1000,CHF European Government,05/02/1996,T00293
-13.237732,5.65152033,338,5,CHF,DDD,4.47,3715,1000,CHF European Government,05/02/1996,T00294
-14.054043,7.95979362,187,5,CHF,CCC,4.5,3715,5000,CHF European Government,05/02/1996,T00295
-15.070436,3.49232385,1,5,CHF,AAA,4.56,4355,300,CHF European Government,05/02/1996,T00296
-29.709374,-4.2589352,49,5,CHF,AAA,4.892,6545,2000,CHF European Government,05/02/1996,T00297
-10.032311,2.40150066,21,3,CHF,AAA,4.635,3683,800,CHF Foreign  Bond Primary,05/02/1996,T00298
11.6698664,13.4160382,68,4,CHF,GGG,2.148,59,1300,CHF Foreign  Bond Secondary,05/02/1996,T00299
12.7084734,5.73618724,81,4,CHF,CCC,4.303,85,30,CHF Foreign  Bond Secondary,05/02/1996,T00300
5.28389981,6.31069803,18,4,CHF,AAA,2.662,1088,1000,CHF Foreign  Bond Secondary,05/02/1996,T00301
3.74694518,4.52813341,187,4,CHF,CCC,4.053,1474,200,CHF Foreign  Bond Secondary,05/02/1996,T00302
4.21930344,20.6316371,81,4,CHF,CCC,-0.679,1590,100,CHF Foreign  Bond Secondary,05/02/1996,T00303
3.20790275,4.64935412,81,4,CHF,CCC,4.067,1600,10,CHF Foreign  Bond Secondary,05/02/1996,T00304
2.41546228,3.28181426,49,4,CHF,AAA,3.947,1617,500,CHF Foreign  Bond Secondary,05/02/1996,T00305
2.42107882,5.11893175,88,4,CHF,CCC,3.818,1655,400,CHF Foreign  Bond Secondary,05/02/1996,T00306
2.24259177,4.00600192,47,4,CHF,AAA,3.683,1698,220,CHF Foreign  Bond Secondary,05/02/1996,T00307
1.6742179,6.37065539,81,4,CHF,CCC,3.528,1788,30,CHF Foreign  Bond Secondary,05/02/1996,T00308
-1.9965818,4.87435301,361,4,CHF,CCC,4.313,2297,2000,CHF Foreign  Bond Secondary,05/02/1996,T00309
-4.5456942,3.59029343,14,4,CHF,AAA,4.35,2853,250,CHF Foreign  Bond Secondary,05/02/1996,T00310
-18.89305,7.98065975,361,4,CHF,CCC,4.677,4734,100,CHF Foreign  Bond Secondary,05/02/1996,T00311
8.84428358,19.3352506,81,22,CHF,CCC,-0.319,1137,150,CHF FRN,05/02/1996,T00312
5.62433726,18.4871939,81,22,CHF,CCC,0.061,1507,150,CHF FRN,05/02/1996,T00313
7.04920854,-0.0402179,53,126,DEM,AAA,4.612,1108,245,DEM Eurobonds Secondary,05/02/1996,T00314
5.13864174,-0.514554,53,126,DEM,AAA,4.768,1389,61,DEM Eurobonds Secondary,05/02/1996,T00315
5.02953,-0.6121605,4,126,DEM,AAA,4.836,1414,82,DEM Eurobonds Secondary,05/02/1996,T00316
3.62443084,-1.5866919,25,126,DEM,AAA,5.116,1607,163,DEM Eurobonds Secondary,05/02/1996,T00317
3.35056302,-1.7282285,25,126,DEM,AAA,5.157,1618,163,DEM Eurobonds Secondary,05/02/1996,T00318
0.81704837,-2.4579628,11,126,DEM,AAA,4.993,1758,4075,DEM Eurobonds Secondary,05/02/1996,T00319
-0.6525658,-3.5512536,3,126,DEM,AAA,5.816,2192,817,DEM Eurobonds Secondary,05/02/1996,T00320
-2.2693921,-3.1672618,52,126,DEM,AAA,5.555,2426,571,DEM Eurobonds Secondary,05/02/1996,T00321
-3.2138211,-9.9731262,53,126,DEM,AAA,7.747,2576,61,DEM Eurobonds Secondary,05/02/1996,T00322
-5.3207003,-4.1201547,52,126,DEM,AAA,6.069,2794,2086,DEM Eurobonds Secondary,05/02/1996,T00323
-23.130884,1.81889975,52,120,DEM,AAA,4.451,1062,16418,DEM European Government,05/02/1996,T00324
-10.788008,-10.864,55,120,DEM,AAA,4.622,1389,12225,DEM European Government,05/02/1996,T00325
-1.6143114,-3.0200776,55,120,DEM,AAA,5.556,2177,2364,DEM European Government,05/02/1996,T00326
-1.3557924,17.97114,24,120,DEM,AAA,-0.092,2779,245,DEM European Government,05/02/1996,T00327
-0.5093426,-5.7926906,55,220,DKK,AAA,6.46,2110,210,DKK European Government,05/02/1996,T00328
16.2767748,13.6756298,52,146,XEU,AAA,-0.702,966,463,ECU Eurobonds Secondary,05/02/1996,T00329
7.71009796,-0.9179327,12,146,XEU,AAA,4.928,1024,1794,ECU Eurobonds Secondary,05/02/1996,T00330
-46.951884,-34.539079,55,140,XEU,AAA,7.695,9576,3513,ECU European Government,05/02/1996,T00331
-29.786863,-16.699211,24,302,USD,AAA,7.053,6540,605,Emerging Markets Brady Bonds,05/02/1996,T00332
2.28759441,-14.268872,24,176,ESP,AAA,8.981,1823,241,ESP Eurobonds Secondary,05/02/1996,T00333
3.43590126,-15.237542,55,170,ESP,AAA,9.249,1510,145,ESP European Government,05/02/1996,T00334
-4.2849966,-5.2312779,55,130,FRF,AAA,6.25,2636,332,FRF European Government,05/02/1996,T00335
-18.791851,-9.0406974,52,130,FRF,AAA,6.734,4646,711,FRF European Government,05/02/1996,T00336
-5.8028346,-61.081117,1540,6,CHF,DDD,22.329,146,500,Futures Conf,05/02/1996,T00337
10.0059315,-6.591687,52,186,GBP,AAA,6.603,667,1281,GBP Eurobonds Secondary,05/02/1996,T00338
9.96049453,-6.7175606,52,186,GBP,AAA,6.651,694,1647,GBP Eurobonds Secondary,05/02/1996,T00339
-0.3947088,-10.973958,52,186,GBP,AAA,8.107,2185,549,GBP Eurobonds Secondary,05/02/1996,T00340
-4.9360239,-10.868972,55,180,GBP,AAA,7.006,1767,7320,GBP Gilts,05/02/1996,T00341
-8.9208392,-11.052309,55,180,GBP,AAA,7.419,2682,7320,GBP Gilts,05/02/1996,T00342
-5.4450001,-9.4366471,55,180,GBP,AAA,7.539,2772,265,GBP Gilts,05/02/1996,T00343
10.3927213,-14.813598,12,165,ITL,AAA,9.165,683,176,ITL Eurobonds Primary,05/02/1996,T00344
10.3880363,-14.904991,12,166,ITL,AAA,9.191,683,38,ITL Eurobonds Secondary,05/02/1996,T00345
-5.5142981,-20.144419,25,166,ITL,AAA,10.537,3068,380,ITL Eurobonds Secondary,05/02/1996,T00346
-8.8431173,17.7751804,55,196,JPY,AAA,2.606,2054,11350,JPY Eurobonds  Secondary,05/02/1996,T00347
-11.241876,15.8464819,55,196,JPY,AAA,2.939,2578,11350,JPY Eurobonds  Secondary,05/02/1996,T00348
-35.355553,9.92066861,55,190,JPY,AAA,2.807,2419,22700,JPY JGB,05/02/1996,T00349
3.90496339,-0.0390898,21,206,NLG,AAA,4.551,1554,1021,NLG  Eurobonds Secondary,05/02/1996,T00350
2.41023451,-0.2862327,21,206,NLG,AAA,4.748,1775,365,NLG  Eurobonds Secondary,05/02/1996,T00351
14.2573608,4.67123855,21,200,NLG,AAA,3.214,100,948,NLG  European Government,05/02/1996,T00352
9.10923152,1.41643119,51,200,NLG,AAA,4.156,891,365,NLG  European Government,05/02/1996,T00353
-3.6984196,-3.2419316,55,200,NLG,AAA,5.675,2567,219,NLG  European Government,05/02/1996,T00354
-34.854824,-16.251595,55,112,USD,AAA,5.926,3650,24200,USD Asset Backed,05/02/1996,T00355
7.83180767,-14.795966,27,115,ITL,AAA,9.105,1062,380,USD Eurobonds Primary,05/02/1996,T00356
8.8450091,-2.9948286,55,116,USD,AAA,5.085,745,3630,USD Eurobonds Secondary,05/02/1996,T00357
9.1208898,-1.91E+00,12,116,USD,AAA,5.004,752,121,USD Eurobonds Secondary,05/02/1996,T00358
8.34231009,-1.9182313,23,116,USD,AAA,5.116,884,303,USD Eurobonds Secondary,05/02/1996,T00359
-6.2390273,-14.18801,55,116,USD,AAA,5.811,1311,12100,USD Eurobonds Secondary,05/02/1996,T00360
5.36020209,-2.7818951,53,116,USD,AAA,5.49,1332,750,USD Eurobonds Secondary,05/02/1996,T00361
3.56375543,-3.8561162,55,116,USD,AAA,5.59,1450,3025,USD Eurobonds Secondary,05/02/1996,T00362
1.60284149,-4.7555637,55,116,USD,AAA,5.435,1576,4840,USD Eurobonds Secondary,05/02/1996,T00363
3.07859389,-2.7096464,52,116,USD,AAA,5.474,1710,484,USD Eurobonds Secondary,05/02/1996,T00364
-7.6309373,-5.3568645,55,116,USD,AAA,6.159,3257,2420,USD Eurobonds Secondary,05/02/1996,T00365
-12.13285,-8.2954867,55,116,USD,AAA,6.146,3444,8470,USD Eurobonds Secondary,05/02/1996,T00366
-17.013305,-11.403616,55,116,USD,AAA,6.132,3444,12100,USD Eurobonds Secondary,05/02/1996,T00367
1.79426856,15.5116701,12,118,USD,AAA,0.154,2387,1029,USD FRN,05/02/1996,T00368
8.18416923,-2.8578271,55,110,USD,AAA,5.03,846,3388,USD Treasury,05/02/1996,T00369
-34.928968,-9.4668679,55,110,USD,AAA,5.054,968,24200,USD Treasury,05/02/1996,T00370
-9.2631809,-12.819721,55,110,USD,AAA,5.201,1531,12100,USD Treasury,05/02/1996,T00371
-16.709765,-10.238347,55,110,USD,AAA,5.31,2110,14520,USD Treasury,05/02/1996,T00372
-23.934342,-10.74853,55,110,USD,AAA,5.373,2291,18150,USD Treasury,05/02/1996,T00373
-11.382616,-9.843761,55,110,USD,AAA,5.515,2385,10890,USD Treasury,05/02/1996,T00374
-8.6746655,-5.0278045,55,110,USD,AAA,5.505,2748,7260,USD Treasury,05/02/1996,T00375
-30.597733,-10.996073,55,110,USD,AAA,5.589,2748,21780,USD Treasury,05/02/1996,T00376
-22.362556,-5.9401404,55,110,USD,AAA,5.698,3571,14520,USD Treasury,05/02/1996,T00377
3.67591984,-28.404707,8,506,ZAR,AAA,13.039,1796,165,ZAR Secondary,05/02/1996,T00378
3.01775388,-5.2392571,2025,156,CAD,AAA,6.26,1683,528,CAD Eurobonds Secondary,06/02/1996,T00379
-0.481773,-5.9727035,27,156,CAD,AAA,6.516,2155,440,CAD Eurobonds Secondary,06/02/1996,T00380
7.81328882,4.25879426,16,2,CHF,AAA,3.636,694,100,CHF Domestic  Bond Secondary,06/02/1996,T00381
-1.9614569,21.201644,125,2,CHF,EEE,-0.495,2451,1000,CHF Domestic  Bond Secondary,06/02/1996,T00382
-4.215236,4.1281134,76,2,CHF,DDD,4.596,2535,1500,CHF Domestic  Bond Secondary,06/02/1996,T00383
-10.993459,4.76629402,344,2,CHF,DDD,4.622,3542,250,CHF Domestic  Bond Secondary,06/02/1996,T00384
-12.140141,5.93803065,366,2,CHF,DDD,4.433,3597,2000,CHF Domestic  Bond Secondary,06/02/1996,T00385
-13.003562,7.51523784,366,2,CHF,DDD,4.433,3597,5000,CHF Domestic  Bond Secondary,06/02/1996,T00386
-11.587483,5.90311952,361,2,CHF,CCC,4.555,3631,100,CHF Domestic  Bond Secondary,06/02/1996,T00387
-2.6278402,5.27342078,358,5,CHF,DDD,3.93,2344,200,CHF European Government,06/02/1996,T00388
-29.763365,19.2418022,342,5,CHF,III,3.913,2344,20000,CHF European Government,06/02/1996,T00389
-10.620293,13.2263234,342,5,CHF,III,4.067,2527,10000,CHF European Government,06/02/1996,T00390
-30.501351,17.4522068,342,5,CHF,III,4.728,2657,20000,CHF European Government,06/02/1996,T00391
-26.852106,10.0405049,10,5,CHF,AAA,4.751,2657,20000,CHF European Government,06/02/1996,T00392
-13.494319,6.80981544,344,5,CHF,DDD,4.416,3714,2000,CHF European Government,06/02/1996,T00393
-17.693714,3.38718222,344,5,CHF,DDD,4.5,4354,2000,CHF European Government,06/02/1996,T00394
2.1139265,6.87575852,187,3,CHF,CCC,3.251,1764,300,CHF Foreign  Bond Primary,06/02/1996,T00395
1.95327453,6.91589086,187,3,CHF,CCC,3.285,1764,550,CHF Foreign  Bond Primary,06/02/1996,T00396
10.6132065,6.21659786,14,4,CHF,AAA,3.48,71,100,CHF Foreign  Bond Secondary,06/02/1996,T00397
12.0051161,8.77412794,65,4,CHF,CCC,3.435,72,100,CHF Foreign  Bond Secondary,06/02/1996,T00398
11.5343886,10.655502,88,4,CHF,CCC,2.801,134,250,CHF Foreign  Bond Secondary,06/02/1996,T00399
10.9239323,13.0291967,88,4,CHF,CCC,2.114,188,200,CHF Foreign  Bond Secondary,06/02/1996,T00400
12.0498148,4.61112095,81,4,CHF,CCC,4.351,286,20,CHF Foreign  Bond Secondary,06/02/1996,T00401
9.40829822,7.89125987,30,4,CHF,AAA,2.577,346,320,CHF Foreign  Bond Secondary,06/02/1996,T00402
8.92803344,7.10825233,81,4,CHF,CCC,3.404,639,110,CHF Foreign  Bond Secondary,06/02/1996,T00403
8.44658161,9.66556917,81,4,CHF,CCC,2.649,651,30,CHF Foreign  Bond Secondary,06/02/1996,T00404
8.47841295,9.0567042,81,4,CHF,CCC,2.862,662,70,CHF Foreign  Bond Secondary,06/02/1996,T00405
8.94364484,0.70942954,81,4,CHF,CCC,5.263,785,30,CHF Foreign  Bond Secondary,06/02/1996,T00406
7.32070178,8.03865389,81,4,CHF,CCC,3.021,875,30,CHF Foreign  Bond Secondary,06/02/1996,T00407
7.43992181,5.86172442,81,4,CHF,CCC,3.772,918,30,CHF Foreign  Bond Secondary,06/02/1996,T00408
7.44687208,-0.9016272,81,4,CHF,CCC,5.971,966,40,CHF Foreign  Bond Secondary,06/02/1996,T00409
4.34575789,5.32259342,24,4,CHF,AAA,3.06,1287,500,CHF Foreign  Bond Secondary,06/02/1996,T00410
1.50279716,4.55715352,361,4,CHF,CCC,4.018,1774,700,CHF Foreign  Bond Secondary,06/02/1996,T00411
1.30765139,5.0570691,187,4,CHF,CCC,3.785,1823,300,CHF Foreign  Bond Secondary,06/02/1996,T00412
1.23960802,5.93670216,59,4,CHF,CCC,3.707,1843,865,CHF Foreign  Bond Secondary,06/02/1996,T00413
0.61147217,3.11069634,81,4,CHF,CCC,4.606,1926,60,CHF Foreign  Bond Secondary,06/02/1996,T00414
-1.7316082,-1.572277,81,4,CHF,CCC,6.101,2126,70,CHF Foreign  Bond Secondary,06/02/1996,T00415
-0.554069,3.26540718,21,4,CHF,AAA,4.128,2166,200,CHF Foreign  Bond Secondary,06/02/1996,T00416
-0.8500344,5.12176806,187,4,CHF,CCC,3.875,2171,200,CHF Foreign  Bond Secondary,06/02/1996,T00417
-0.8985483,4.9218813,81,4,CHF,CCC,4.174,2193,60,CHF Foreign  Bond Secondary,06/02/1996,T00418
-1.4771058,3.21554477,21,4,CHF,AAA,4.05,2361,200,CHF Foreign  Bond Secondary,06/02/1996,T00419
-2.0827045,3.63780146,21,4,CHF,AAA,4.157,2425,200,CHF Foreign  Bond Secondary,06/02/1996,T00420
-8.247716,4.1053704,35,4,CHF,FFF,5.313,2465,7000,CHF Foreign  Bond Secondary,06/02/1996,T00421
-5.1182385,6.58473533,35,4,CHF,FFF,4.287,2537,5000,CHF Foreign  Bond Secondary,06/02/1996,T00422
-3.6583293,3.85584228,81,4,CHF,CCC,4.832,2556,5,CHF Foreign  Bond Secondary,06/02/1996,T00423
-3.8349102,4.80538535,81,4,CHF,CCC,4.512,2568,60,CHF Foreign  Bond Secondary,06/02/1996,T00424
-3.4190699,2.66344468,21,4,CHF,AAA,4.327,2670,200,CHF Foreign  Bond Secondary,06/02/1996,T00425
-4.1764892,2.98232647,21,4,CHF,AAA,4.347,2787,200,CHF Foreign  Bond Secondary,06/02/1996,T00426
-11.088621,7.37618568,116,4,CHF,EEE,4.681,3313,5000,CHF Foreign  Bond Secondary,06/02/1996,T00427
7.88119785,0.38451219,52,126,DEM,AAA,4.453,1008,697,DEM Eurobonds Secondary,06/02/1996,T00428
4.14052276,-1.7565846,52,126,DEM,AAA,5.187,1522,599,DEM Eurobonds Secondary,06/02/1996,T00429
2.99859261,-2.0649617,1,126,DEM,AAA,5.26,1647,1223,DEM Eurobonds Secondary,06/02/1996,T00430
2.57196758,-2.0475631,24,126,DEM,AAA,5.243,1750,122,DEM Eurobonds Secondary,06/02/1996,T00431
-3.0331031,-3.1638779,25,126,DEM,AAA,5.594,2556,408,DEM Eurobonds Secondary,06/02/1996,T00432
-17.96435,-8.1412211,52,126,DEM,AAA,6.573,4605,4104,DEM Eurobonds Secondary,06/02/1996,T00433
10.3638452,2.37816593,52,120,DEM,AAA,3.949,714,2637,DEM European Government,06/02/1996,T00434
8.61793065,0.85005901,52,120,DEM,AAA,4.298,926,489,DEM European Government,06/02/1996,T00435
7.68918343,1.0919834,8,120,DEM,AAA,4.216,1073,163,DEM European Government,06/02/1996,T00436
-3.4827672,-6.5242369,9,120,DEM,AAA,6.789,2509,571,DEM European Government,06/02/1996,T00437
7.8311463,-0.9611442,12,146,XEU,AAA,5.023,1023,493,ECU Eurobonds Secondary,06/02/1996,T00438
-7.6191509,-9.9515057,13,140,XEU,AAA,5.966,1865,9269,ECU European Government,06/02/1996,T00439
10.0719335,-1.3434056,21,136,FRF,AAA,4.989,667,616,FRF Eurobonds Secondary,06/02/1996,T00440
9.24524925,-1.4409534,12,136,FRF,AAA,4.99,825,178,FRF Eurobonds Secondary,06/02/1996,T00441
7.4910303,-7.0616138,48,186,GBP,AAA,6.803,1059,183,GBP Eurobonds Secondary,06/02/1996,T00442
6.11350872,-7.907114,48,186,GBP,AAA,7.057,1281,183,GBP Eurobonds Secondary,06/02/1996,T00443
7.00049195,10.4452253,55,196,JPY,AAA,1.839,1333,3405,JPY Eurobonds  Secondary,06/02/1996,T00444
5.43837134,10.0535809,55,190,JPY,AAA,2.039,1504,3405,JPY JGB,06/02/1996,T00445
-33.467281,14.2503365,55,190,JPY,AAA,2.489,1961,22700,JPY JGB,06/02/1996,T00446
-33.8853,14.1750912,55,190,JPY,AAA,2.569,2053,22700,JPY JGB,06/02/1996,T00447
-8.7179844,-12.440809,55,112,USD,AAA,5.506,1713,12100,USD Asset Backed,06/02/1996,T00448
11.0693103,-16.539165,24,116,USD,AAA,9.892,531,303,USD Eurobonds Secondary,06/02/1996,T00449
9.2778903,-2.28492,2025,116,USD,AAA,5.071,713,2420,USD Eurobonds Secondary,06/02/1996,T00450
9.26059008,-2.0964447,21,116,USD,AAA,5.106,727,121,USD Eurobonds Secondary,06/02/1996,T00451
9.45951473,-2.1174864,27,116,USD,AAA,5.077,727,175,USD Eurobonds Secondary,06/02/1996,T00452
9.29926716,-2.0736752,27,116,USD,AAA,5.106,727,484,USD Eurobonds Secondary,06/02/1996,T00453
9.33110475,-1.8066056,11,116,USD,AAA,4.979,727,605,USD Eurobonds Secondary,06/02/1996,T00454
8.87372722,-1.9923908,12,116,USD,AAA,5.108,814,242,USD Eurobonds Secondary,06/02/1996,T00455
8.64607455,-2.0560045,24,116,USD,AAA,5.149,854,242,USD Eurobonds Secondary,06/02/1996,T00456
8.33387463,-2.1185812,53,116,USD,AAA,5.185,904,303,USD Eurobonds Secondary,06/02/1996,T00457
7.86292426,-2.9542951,24,116,USD,AAA,5.448,951,121,USD Eurobonds Secondary,06/02/1996,T00458
7.33417048,-2.3634204,21,116,USD,AAA,5.287,1046,121,USD Eurobonds Secondary,06/02/1996,T00459
7.35636468,-2.7385288,52,116,USD,AAA,5.353,1049,242,USD Eurobonds Secondary,06/02/1996,T00460
7.05031983,-2.7037288,12,116,USD,AAA,5.407,1084,254,USD Eurobonds Secondary,06/02/1996,T00461
6.94286898,-2.5483634,24,116,USD,AAA,5.341,1088,242,USD Eurobonds Secondary,06/02/1996,T00462
7.01286037,-2.5535193,30,116,USD,AAA,5.347,1088,303,USD Eurobonds Secondary,06/02/1996,T00463
6.95326381,-1.7611877,11,116,USD,AAA,5.106,1091,605,USD Eurobonds Secondary,06/02/1996,T00464
-2.6743594,-11.627585,21,116,USD,AAA,5.654,1305,9317,USD Eurobonds Secondary,06/02/1996,T00465
5.47000002,-3.2368416,24,116,USD,AAA,5.56,1336,121,USD Eurobonds Secondary,06/02/1996,T00466
5.53955622,-3.1507608,52,116,USD,AAA,5.575,1336,121,USD Eurobonds Secondary,06/02/1996,T00467
5.42779585,-3.0776055,53,116,USD,AAA,5.563,1336,448,USD Eurobonds Secondary,06/02/1996,T00468
4.90847603,-2.3292802,24,116,USD,AAA,5.34,1414,303,USD Eurobonds Secondary,06/02/1996,T00469
4.88671385,-2.3347815,24,116,USD,AAA,5.315,1414,605,USD Eurobonds Secondary,06/02/1996,T00470
4.63989959,-2.2039979,11,116,USD,AAA,5.25,1456,1210,USD Eurobonds Secondary,06/02/1996,T00471
3.4427931,-3.2182844,24,116,USD,AAA,5.642,1651,666,USD Eurobonds Secondary,06/02/1996,T00472
3.18402509,-3.1985053,24,116,USD,AAA,5.597,1709,121,USD Eurobonds Secondary,06/02/1996,T00473
3.16848919,-3.1947149,53,116,USD,AAA,5.617,1709,157,USD Eurobonds Secondary,06/02/1996,T00474
3.15744377,-2.7601504,53,116,USD,AAA,5.493,1709,182,USD Eurobonds Secondary,06/02/1996,T00475
2.0777747,-3.0015838,16,116,USD,AAA,5.375,1745,2420,USD Eurobonds Secondary,06/02/1996,T00476
2.77785587,-2.4878677,24,116,USD,AAA,5.34,1760,121,USD Eurobonds Secondary,06/02/1996,T00477
2.76224655,-2.3448506,24,116,USD,AAA,5.352,1760,666,USD Eurobonds Secondary,06/02/1996,T00478
2.28326545,-2.7257539,53,116,USD,AAA,5.452,1806,774,USD Eurobonds Secondary,06/02/1996,T00479
-11.403451,-11.019381,21,116,USD,AAA,6.2,2715,10890,USD Eurobonds Secondary,06/02/1996,T00480
-12.636839,-11.488135,21,116,USD,AAA,5.997,2730,12100,USD Eurobonds Secondary,06/02/1996,T00481
-7.8640171,-5.9844246,12,116,USD,AAA,6.279,3402,327,USD Eurobonds Secondary,06/02/1996,T00482
1.6390603,15.3488884,12,118,USD,AAA,0.258,2422,666,USD FRN,06/02/1996,T00483
-23.11327,-11.70787,55,113,USD,AAA,6.131,4116,14490,USD Mortgage Backed,06/02/1996,T00484
10.5996433,22.3685446,100,7,CHF,HHH,-0.104,141,4000,Zinsoptions,06/02/1996,T00485
-0.0226335,-6.0312333,12,155,CAD,AAA,6.506,2154,88,CAD Eurobonds Primary,07/02/1996,T00486
9.94220935,11.4934363,81,2,CHF,CCC,2.32,463,25,CHF Domestic  Bond Secondary,07/02/1996,T00487
9.01710532,9.58270121,127,2,CHF,HHH,2.825,627,1002,CHF Domestic  Bond Secondary,07/02/1996,T00488
7.94187334,6.89405196,336,2,CHF,DDD,3.466,793,300,CHF Domestic  Bond Secondary,07/02/1996,T00489
6.53821707,7.99745466,76,2,CHF,DDD,2.943,1062,150,CHF Domestic  Bond Secondary,07/02/1996,T00490
4.79067983,5.72617569,9,2,CHF,AAA,2.984,1226,120,CHF Domestic  Bond Secondary,07/02/1996,T00491
1.50506874,3.7770477,47,2,CHF,AAA,3.619,1825,300,CHF Domestic  Bond Secondary,07/02/1996,T00492
1.12059509,4.15831446,84,2,CHF,CCC,4.166,1835,1000,CHF Domestic  Bond Secondary,07/02/1996,T00493
-2.0104424,3.93249262,350,2,CHF,DDD,4.589,2233,2000,CHF Domestic  Bond Secondary,07/02/1996,T00494
-2.4602745,3.83123144,127,2,CHF,HHH,4.677,2233,2000,CHF Domestic  Bond Secondary,07/02/1996,T00495
-4.1203863,6.14113437,106,2,CHF,FFF,4.018,2465,3000,CHF Domestic  Bond Secondary,07/02/1996,T00496
-3.3162702,2.33310359,21,2,CHF,AAA,4.226,2609,1000,CHF Domestic  Bond Secondary,07/02/1996,T00497
-3.9772835,3.64300788,9,2,CHF,AAA,4.025,2715,250,CHF Domestic  Bond Secondary,07/02/1996,T00498
-9.4925992,-91.103033,351,2,CHF,DDD,35.286,2805,50,CHF Domestic  Bond Secondary,07/02/1996,T00499
-8.7549927,2.26219158,21,2,CHF,AAA,4.616,3486,1000,CHF Domestic  Bond Secondary,07/02/1996,T00500
